state_ut_name,district,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual,jan-feb,mar-may,jun-sep,oct-dec,mean_rainfall,std_rainfall,recharge_index,predicted_recharge
ORISSA,CUTTACK,14.7,26.9,28.9,43.2,74.3,227.2,338.0,352.3,245.0,124.5,40.2,4.5,1519.7,41.6,146.4,1162.5,169.2,268.1823529411764,423.2551420764048,0.21021399028951623,0.21045536912287569
ORISSA,DHENKANAL,7.3,20.8,31.3,38.4,71.2,226.1,315.8,369.1,233.4,125.5,25.5,4.6,1469.0,28.1,140.9,1144.4,155.6,259.2352941176471,413.52211993612946,0.20320086315410898,0.20317817769355298
ORISSA,GANJAM,13.3,22.7,30.3,41.5,85.3,158.8,219.2,245.0,210.4,198.4,70.8,8.8,1304.5,36.0,157.1,833.4,278.0,230.2058823529412,338.30884460539204,0.18044623960826084,0.180406770595585
ORISSA,KALAHANDI,4.8,15.0,15.3,25.6,44.2,237.5,368.5,371.8,229.8,72.3,13.4,4.8,1403.0,19.8,85.1,1207.6,90.5,247.58823529411765,417.7465572604293,0.1940713485399693,0.19406738319523825
ORISSA,KEONDJHARGARH,16.2,31.8,37.0,50.2,101.2,232.9,277.7,320.2,225.7,113.6,24.5,5.7,1436.7,48.0,188.4,1056.5,143.8,253.53529411764708,392.0924443628959,0.19873293403234063,0.19863204828498915
ORISSA,KORAPUT,5.2,12.3,16.3,53.2,89.4,200.8,384.1,410.5,267.4,147.6,31.9,3.8,1622.5,17.5,158.9,1262.8,183.3,286.3235294117647,457.888875068793,0.22443390093093382,0.22441979168107526
ORISSA,MAYURBHANJ,11.2,25.4,47.9,61.4,110.2,279.7,323.9,373.8,278.5,119.1,23.6,6.0,1660.7,36.6,219.5,1255.9,148.7,293.0647058823529,459.6841238029334,0.22971795332881464,0.22977139326536863
ORISSA,PURI,16.1,25.8,18.9,17.6,65.3,168.9,268.5,328.4,255.7,185.3,56.3,9.4,1416.2,41.9,101.8,1021.5,251.0,249.91764705882355,385.65714896021007,0.19589725146279724,0.196083668773832
ORISSA,SAMBALPUR,12.1,19.9,20.1,15.6,32.4,226.6,418.3,464.6,251.6,58.2,9.0,5.1,1533.5,32.0,68.1,1361.1,72.3,270.61764705882354,466.45872303357953,0.21212288879974547,0.21218329114391038
ORISSA,SUNDARGARH,19.3,16.3,18.0,14.4,39.6,216.9,368.3,373.2,217.5,50.4,8.8,5.1,1347.8,35.6,72.0,1175.9,64.3,237.8470588235294,404.8793803678558,0.18643575449905248,0.1863223733049299
ORISSA,BHADRAK,9.9,34.1,37.6,53.1,103.9,218.4,269.8,354.0,227.7,159.5,35.3,4.1,1507.4,44.0,194.6,1069.9,198.9,266.01176470588234,405.7396931567593,0.20851258074779022,0.2085319463848514
ORISSA,JAJPUR,10.6,28.4,33.5,48.0,91.9,250.0,283.5,363.2,258.1,134.6,33.6,5.9,1541.3,39.0,173.4,1154.8,174.1,271.99411764705883,424.76966621715735,0.213201831435962,0.2131773938463378
ORISSA,KENDRAPARA,8.4,32.6,37.2,27.8,90.5,205.8,257.4,362.6,262.7,179.9,70.2,5.5,1540.6,41.0,155.5,1088.5,255.6,271.8705882352941,414.6416174913974,0.2131050032506605,0.2130930149991469
ORISSA,ANGUL,6.9,19.1,25.1,29.7,55.4,205.8,320.2,355.4,228.0,98.1,14.7,3.6,1362.0,26.0,110.2,1109.4,116.4,240.35294117647058,392.75631935980203,0.18839998340088251,0.1883425320109374
ORISSA,NAWAPARA,12.5,11.8,16.9,24.0,33.9,182.9,347.3,302.1,184.9,60.7,14.8,5.6,1197.4,24.3,74.8,1017.2,81.1,211.30588235294118,354.2541168966641,0.16563152725713418,0.16559460113703917
ORISSA,MALKANGIRI,1.8,5.5,10.4,35.3,61.6,206.9,437.3,449.2,230.7,116.3,16.9,0.8,1572.7,7.3,107.3,1324.1,134.0,277.5352941176471,464.67365422032543,0.21754526717662848,0.21749611534542201
ORISSA,NAWARANGPUR,5.9,12.6,14.4,53.9,104.1,241.6,430.9,432.1,242.7,102.6,19.0,0.7,1660.5,18.5,172.4,1347.3,122.3,293.02941176470586,479.09179021966384,0.22969028813301423,0.23025650247372914
ORISSA,NAYAGARH,13.6,22.5,26.2,42.0,47.7,213.4,312.2,327.4,242.2,152.2,47.9,2.8,1450.1,36.1,115.9,1095.2,202.9,255.89999999999995,401.92192494314116,0.20058650215096893,0.20042360025636438
ORISSA,KHURDA,10.1,25.9,26.9,30.9,68.0,186.4,310.8,339.3,251.5,167.7,45.5,6.5,1469.5,36.0,125.8,1088.0,219.7,259.3235294117647,404.0703505106069,0.20327002614361003,0.2032578534574589
ORISSA,BARGARH,8.7,14.9,18.1,14.8,19.5,188.4,362.1,357.4,217.9,51.2,6.8,5.1,1264.9,23.6,52.4,1125.8,63.1,223.21764705882356,385.1446485336615,0.17496853083977704,0.1753248585616863
ORISSA,JHARSUGUDA,16.6,21.2,18.6,18.4,36.6,224.6,402.3,415.8,239.1,63.8,10.1,7.2,1474.3,37.8,73.6,1281.8,81.1,260.1705882352941,442.196825187475,0.20393399084282016,0.2036214202389348
ORISSA,DEOGARH,12.1,19.9,20.1,15.6,32.4,226.6,418.3,464.6,251.6,58.2,9.0,5.1,1533.5,32.0,68.1,1361.1,72.3,270.61764705882354,466.45872303357953,0.21212288879974547,0.21218329114391038
ORISSA,RAYAGADA,12.4,23.1,38.5,56.0,94.0,173.2,314.6,266.5,206.2,109.4,29.0,4.0,1326.9,35.5,188.5,960.5,142.4,234.1588235294118,360.35201202925094,0.18354474153790826,0.1835045808953378
ORISSA,GAJAPATI,9.5,35.0,64.2,79.1,136.8,201.7,241.0,261.1,226.5,141.8,60.2,5.2,1462.1,44.5,280.1,930.3,207.2,258.0176470588235,376.4327135015203,0.20224641389899436,0.20267697656296935
ORISSA,JAGATSINGHAPU,10.7,29.0,35.3,41.3,107.1,237.2,287.3,360.6,235.7,145.1,67.5,8.2,1565.0,39.7,183.7,1120.8,220.8,276.1764705882353,422.66200226867414,0.21648015713831215,0.21641320736447583
ORISSA,BOUDHGARH,12.7,26.2,29.8,36.2,68.2,199.7,319.2,373.2,230.2,114.6,34.2,4.1,1448.3,38.9,134.2,1122.3,152.9,255.58235294117645,406.63310741271135,0.20033751538876515,0.20038565282945858
ORISSA,SONEPUR,6.0,14.3,18.5,14.3,30.4,178.2,380.4,432.5,252.3,56.9,6.7,4.9,1395.4,20.3,63.2,1243.4,68.5,246.24705882352944,426.0012252295278,0.19302007109955324,0.19290986371817176
JHARKHAND,BOKARO,11.8,13.7,18.3,19.0,38.2,188.6,308.1,300.8,250.7,77.9,14.0,6.4,1247.5,25.5,75.5,1048.2,98.3,220.14705882352942,365.69340320418524,0.1725616588051402,0.17262524264682244
JHARKHAND,DHANBAD,12.0,17.4,19.5,18.2,49.6,200.9,340.3,310.0,271.1,99.5,10.5,6.2,1355.2,29.4,87.3,1122.3,116.2,239.15294117647062,394.1160744591101,0.18745936674366814,0.1875409329626194
JHARKHAND,DUMKA,15.4,14.5,17.2,26.1,69.0,203.0,327.2,304.3,262.4,124.5,12.4,5.5,1381.5,29.9,112.3,1096.9,142.4,243.7941176470588,392.64336628578775,0.19109733999142378,0.19141152439839698
JHARKHAND,HAZARIBAG,14.1,15.3,14.8,11.7,35.5,176.9,317.5,289.6,221.9,81.8,7.9,9.0,1196.0,29.4,62.0,1005.9,98.7,211.05882352941177,351.2044597859335,0.1654378708865312,0.1654929015718435
JHARKHAND,PALAMU,17.3,12.8,10.8,7.1,15.1,140.3,306.7,298.9,228.6,46.6,5.7,6.0,1095.9,30.1,33.0,974.5,58.3,193.39411764705883,333.4165477870516,0.15159144038841935,0.15140557638130078
JHARKHAND,RANCHI,21.9,26.8,21.7,23.6,48.3,217.4,357.1,344.1,241.6,78.7,11.9,10.1,1403.2,48.7,93.6,1160.2,100.7,247.62352941176468,407.46670497325874,0.19409901373576968,0.19410413179699365
JHARKHAND,SAHIBGANJ,13.1,6.1,12.6,22.0,85.2,258.3,399.7,307.6,333.7,99.8,9.9,5.7,1553.7,19.2,119.8,1299.3,115.4,274.1823529411764,454.3445997193293,0.2149170735755882,0.21470027065783198
JHARKHAND,WEST SINGHBHUM,12.9,21.8,23.1,23.9,56.7,208.0,315.1,342.6,222.7,63.5,9.8,5.5,1305.6,34.7,103.7,1088.4,78.8,230.39999999999998,381.0826993580265,0.18059839818516313,0.1806141673467689
JHARKHAND,DEOGHAR,13.4,12.1,9.6,13.5,48.0,172.3,293.4,266.9,243.6,76.5,9.5,3.3,1162.1,25.5,71.1,976.2,89.3,205.0764705882353,340.7133959235602,0.16074862019835948,0.16070006777973012
JHARKHAND,GIRIDIH,11.5,9.9,13.7,18.0,40.6,206.5,342.9,275.8,239.8,80.3,8.0,5.7,1252.7,21.4,72.3,1065.0,94.0,221.06470588235294,369.9617800212214,0.1732809538959512,0.1730930149991476
JHARKHAND,GODDA,11.5,9.9,10.9,20.7,54.4,170.7,294.5,253.0,225.0,78.7,8.0,7.1,1144.4,21.4,86.0,943.2,93.8,201.95294117647063,331.95753892186093,0.15830025037002202,0.15830112643455507
JHARKHAND,GUMLA,22.2,20.4,19.1,25.5,47.1,229.0,372.7,343.2,252.1,68.3,13.0,8.7,1421.3,42.6,91.7,1197.0,90.0,250.8176470588235,417.09590958689296,0.196602713955708,0.19657896799597877
JHARKHAND,LOHARDAGA,14.1,20.9,20.7,18.3,38.9,186.5,298.2,289.8,230.5,57.7,13.1,8.4,1197.1,35.0,77.9,1005.0,79.2,211.25294117647059,350.4702396738685,0.1655900294634335,0.16558444570474717
JHARKHAND,CHATRA,19.4,18.5,11.2,5.8,17.8,157.7,336.5,303.0,234.1,55.7,5.2,7.0,1171.9,37.9,34.8,1031.3,67.9,206.80588235294118,354.1015152300754,0.1621042147925802,0.16202633726640167
JHARKHAND,KODERMA,21.0,12.1,13.0,10.0,28.5,172.7,270.9,268.0,218.0,86.5,8.2,7.3,1116.2,33.1,51.5,929.6,102.0,196.97647058823526,325.619274478285,0.1543994577621623,0.15427459551178294
JHARKHAND,PAKUR,14.6,12.8,15.2,34.2,86.1,228.5,377.5,339.2,341.0,143.7,13.4,6.2,1612.4,27.4,135.5,1286.2,163.3,284.54117647058825,459.5958986691781,0.22303680854301247,0.2233045615297011
JHARKHAND,EAST SINGHBHU,14.7,18.4,20.7,31.9,63.3,225.5,293.7,312.7,225.7,68.4,12.5,5.2,1292.7,33.1,115.9,1057.6,86.1,228.12352941176474,372.7891520843447,0.17881399305603587,0.17885871845591333
JHARKHAND,GARHWA,16.0,9.6,10.6,6.8,10.5,120.9,288.1,292.8,226.0,52.6,2.6,5.3,1041.8,25.6,27.9,927.8,60.5,183.84705882352938,317.6577740227033,0.14410800492440484,0.14400006455212372
JHARKHAND,SERAIKELA-KHA,18.0,21.1,21.8,24.3,51.4,240.7,322.5,321.9,250.4,71.8,10.3,5.4,1359.6,39.1,97.5,1135.5,87.5,239.92941176470586,396.54520039445987,0.1880680010512774,0.18813430530387934
JHARKHAND,JAMTARA,14.4,20.7,18.5,16.3,66.4,209.4,346.2,342.3,295.9,127.6,12.7,5.6,1476.0,35.1,101.2,1193.8,145.9,260.4705882352941,423.7988169000503,0.20416914500712377,0.2035985964523997
JHARKHAND,LATEHAR,16.6,18.6,20.4,9.0,22.7,168.6,340.7,288.5,224.0,66.6,7.8,8.0,1191.5,35.2,52.1,1021.8,82.4,210.26470588235293,354.1719726015465,0.16481540398102168,0.16486275757450014
JHARKHAND,SIMDEGA,19.1,18.9,15.5,23.9,35.0,237.8,459.4,404.7,281.2,58.8,12.6,6.2,1573.1,38.0,74.4,1383.1,77.6,277.6058823529412,474.8269914803026,0.2176005975682293,0.217637715039261
JHARKHAND,KHUNTI(RANCHI,22.6,24.4,24.2,17.4,45.4,243.3,379.8,360.5,267.5,71.4,16.9,9.4,1482.8,47.0,87.0,1251.1,97.7,261.67058823529413,435.44100743485603,0.2051097616643382,0.20474707094739494
JHARKHAND,RAMGARH,12.5,15.0,13.3,20.7,47.3,207.1,323.8,287.4,235.5,68.8,9.2,7.7,1248.3,27.5,81.3,1053.8,85.7,220.2882352941176,366.7762854969513,0.17267231958834187,0.17267586995513665
BIHAR,BHAGALPUR,17.7,10.5,10.2,23.2,65.5,197.8,291.0,261.0,227.5,88.5,8.6,6.4,1207.9,28.2,98.9,977.3,103.5,213.15882352941176,346.4091783188336,0.16708395003665638,0.1670442043720233
BIHAR,EAST CHAMPARAN,12.7,9.7,7.8,13.2,49.1,163.5,354.5,297.4,206.2,73.2,4.4,6.0,1197.7,22.4,70.1,1021.6,83.6,211.35882352941175,355.5634402937532,0.16567302505083478,0.1656152624274367
BIHAR,DARBHANGA,16.0,9.5,12.3,21.3,59.9,156.7,296.5,285.1,186.3,66.7,8.6,4.7,1123.6,25.5,93.5,924.6,80.0,198.28235294117644,326.18298973753616,0.15542307000677796,0.15527732053356919
BIHAR,GAYA,14.6,10.9,8.7,6.1,18.0,128.2,298.1,271.9,180.5,53.7,7.5,5.7,1003.9,25.5,32.8,878.7,66.9,177.1588235294118,302.9161787087798,0.13886545032022465,0.13889334605932352
BIHAR,MUNGER,12.9,7.0,10.0,14.3,44.9,165.5,305.7,271.1,231.7,71.4,6.5,5.8,1146.8,19.9,69.2,974.0,83.7,202.37647058823526,338.70093469278277,0.15863223271962706,0.15862433584318078
BIHAR,MUZAFFARPUR,13.4,8.9,7.3,13.3,54.0,161.0,326.1,291.7,202.3,63.9,7.8,4.8,1154.5,22.3,74.6,981.1,76.5,203.73529411764707,341.6461435849534,0.1596973427579434,0.15974764730564078
BIHAR,WEST CHAMPARAN,18.6,10.8,12.8,18.3,56.3,229.3,447.0,349.3,249.4,65.9,5.1,9.2,1472.0,29.4,87.4,1275.0,80.2,259.7647058823529,440.5540573260796,0.2036158410911153,0.20358840643861298
BIHAR,PURNEA,9.1,9.0,12.9,33.7,121.6,244.8,434.2,338.6,295.7,83.4,8.2,7.0,1598.2,18.1,168.2,1313.3,98.6,282.0352941176471,463.6110923246667,0.22107257964118243,0.2213439752119843
BIHAR,GOPALGANJ,14.9,10.5,7.0,12.5,31.6,155.4,309.8,304.3,220.4,55.9,6.0,7.2,1135.5,25.4,51.1,989.9,69.1,200.38235294117646,341.02231641656186,0.15706914915690315,0.1570588208171378
BIHAR,MADHUBANI,11.1,9.5,9.3,30.8,79.3,185.2,375.5,307.1,191.7,76.0,5.7,12.1,1293.3,20.6,119.4,1059.5,93.8,228.2294117647059,375.2488820181645,0.17889698864343714,0.17890118453146678
BIHAR,AURANGABAD,18.1,11.2,7.8,5.7,14.4,122.1,290.0,253.9,193.6,44.3,7.8,6.0,974.9,29.3,27.9,859.6,58.1,172.04117647058823,295.2703741040225,0.13485399692916325,0.1349479202689058
BIHAR,BEGUSARAI,8.1,8.4,13.2,17.3,48.9,154.3,296.8,255.3,215.2,63.0,4.8,5.4,1090.7,16.5,79.4,921.6,73.2,192.4764705882353,321.2782682687466,0.15087214529760834,0.15088676174272347
BIHAR,BHOJPUR,12.5,13.4,6.9,10.3,24.9,108.7,334.6,277.6,203.5,45.1,8.6,5.4,1051.5,25.9,42.1,924.4,59.1,185.55882352941177,318.81144909417765,0.1454497669207254,0.1456485874612117
BIHAR,NALANDA,11.8,9.0,9.1,6.1,27.9,127.6,283.6,263.3,202.3,50.7,5.1,5.7,1002.2,20.8,43.1,876.8,61.5,176.85882352941178,301.8921994247771,0.13863029615592107,0.13884184268647523
BIHAR,PATNA,13.0,9.4,9.6,8.1,26.4,125.4,333.7,264.5,217.7,55.5,7.3,4.2,1074.8,22.4,44.1,941.3,67.0,189.6705882352941,324.5477733799484,0.1486727622314747,0.14843424213501544
BIHAR,KATIHAR,12.3,7.4,9.2,24.6,96.0,212.2,358.9,269.8,269.0,74.2,5.0,4.1,1342.7,19.7,129.8,1109.9,83.3,236.9470588235294,390.44047740604304,0.18573029200614166,0.18561432872707806
BIHAR,KHAGARIA,9.5,4.2,7.7,15.4,46.3,184.0,311.0,297.7,265.0,82.2,7.0,3.9,1233.9,13.7,69.4,1057.7,93.1,217.74705882352941,366.3734640323434,0.1706804254907114,0.1706425241724642
BIHAR,SARAN,16.3,9.4,8.5,9.3,35.6,133.2,334.1,291.8,214.4,59.2,6.5,5.5,1123.8,25.7,53.4,973.5,71.2,198.31764705882352,336.93832936327925,0.1554507352025784,0.15533172875197668
BIHAR,MADHEPURA,12.0,9.4,12.3,29.6,84.5,212.8,377.3,304.3,259.1,70.6,13.0,7.8,1392.7,21.4,126.4,1153.5,91.4,245.77058823529413,405.3621078195178,0.1926465909562475,0.19266621787571203
BIHAR,NAWADA,13.0,9.5,9.6,5.6,34.1,135.2,301.8,276.0,183.6,62.4,6.2,4.8,1041.8,22.5,49.3,896.6,73.4,183.8470588235294,311.01804231757814,0.14410800492440484,0.14402450214174742
BIHAR,ROHTAS,13.0,12.8,9.1,5.9,13.9,90.0,275.2,278.4,190.9,43.0,12.1,4.8,949.1,25.8,28.9,834.5,59.9,167.48823529411763,287.8614247393026,0.13128518667090866,0.13120629475421766
BIHAR,SAMASTIPUR,15.0,8.2,10.9,15.2,42.7,176.6,315.1,289.1,244.4,64.4,6.9,3.8,1192.3,23.2,68.8,1025.2,75.1,210.40588235294118,354.5583299518364,0.16492606476422336,0.1649272635893748
BIHAR,SITAMARHI,9.7,8.5,9.9,25.6,71.5,200.6,396.6,307.5,179.7,71.7,3.9,7.9,1293.1,18.2,107.0,1084.4,83.5,228.19411764705885,380.5572188754738,0.17886932344763673,0.1788850465005827
BIHAR,SIWAN,15.1,12.6,9.7,9.6,27.5,137.4,339.1,287.7,240.0,43.3,8.2,5.2,1135.4,27.7,46.8,1004.2,56.7,200.36470588235292,344.4904079600339,0.15705531655900293,0.1570484463687124
BIHAR,VAISHALI,15.3,8.4,7.2,14.6,26.8,137.6,375.0,285.3,223.7,73.3,5.4,3.9,1176.5,23.7,48.6,1021.6,82.6,207.6176470588235,353.7725633003747,0.1627405142959899,0.1626872587940741
BIHAR,JAHANABAD,12.8,7.6,7.0,13.1,23.1,112.5,255.6,255.8,196.5,39.1,7.7,5.8,936.6,20.4,43.2,820.4,52.6,165.28235294117647,282.35013554825446,0.1295561119333822,0.12959996126872605
BIHAR,BUXAR,14.1,6.7,6.8,3.7,17.6,110.9,287.1,263.0,200.2,53.7,6.8,4.8,975.4,20.8,28.1,861.2,65.3,172.1294117647059,296.0587436740931,0.13492315991866435,0.13497281894512597
BIHAR,ARARIA,13.8,8.0,15.4,36.8,114.5,271.7,444.6,352.4,278.3,84.0,7.4,5.3,1632.2,21.8,166.7,1347.0,96.7,288.035294117647,474.4028403440167,0.22577566292725434,0.2253591634044789
BIHAR,BANKA,10.1,9.3,11.7,15.7,45.9,138.2,271.1,241.7,214.9,84.6,5.7,5.6,1054.5,19.4,73.3,865.9,95.9,186.08823529411768,305.6861173703202,0.14586474485773177,0.14583044001493956
BIHAR,BHABUA,26.4,16.4,10.0,5.5,18.6,131.0,311.7,299.4,253.0,42.4,5.5,6.4,1126.3,42.8,34.1,995.1,54.3,198.75882352941179,341.3585908887154,0.1557965501500837,0.15579341476122632
BIHAR,JAMUI,10.1,8.2,9.0,9.4,35.1,163.4,311.9,253.3,223.2,70.9,9.0,3.8,1107.3,18.3,53.5,951.8,83.7,195.40588235294115,329.56161501035774,0.15316835654904346,0.15311519326444692
BIHAR,KISHANGANJ,10.2,8.2,17.5,51.7,155.7,368.1,579.1,463.5,344.8,80.4,6.8,4.6,2090.6,18.4,224.9,1755.5,91.8,368.92941176470583,614.2261958805423,0.28918429170182447,0.28883806177638305
BIHAR,SHEIKHPURA,13.7,8.2,8.2,9.7,33.5,144.2,291.6,240.3,189.6,58.1,6.3,5.0,1008.4,21.9,51.4,865.7,69.4,177.9529411764706,300.04135156184526,0.13948791722573417,0.1395367001876621
BIHAR,SUPAUL,7.6,8.7,12.7,23.0,83.3,200.3,375.1,270.2,210.0,74.7,4.5,3.7,1273.8,16.3,119.0,1055.6,82.9,224.78823529411767,371.69005381223366,0.17619963205289588,0.1759998893392175
BIHAR,LAKHISARAI,12.9,7.0,10.0,14.3,44.9,165.5,305.7,271.1,231.7,71.4,6.5,5.8,1146.8,19.9,69.2,974.0,83.7,202.37647058823526,338.70093469278277,0.15863223271962706,0.15862433584318078
BIHAR,SHEOHAR,9.7,8.5,9.9,25.6,71.5,200.6,396.6,307.5,179.7,71.7,3.9,7.9,1293.1,18.2,107.0,1084.4,83.5,228.19411764705885,380.5572188754738,0.17886932344763673,0.1788850465005827
BIHAR,ARWAL,15.9,6.8,5.2,3.2,11.2,112.8,245.4,249.6,181.9,33.3,5.2,3.9,874.4,22.7,19.6,789.7,42.4,154.30588235294118,268.8016403190935,0.12095223603945057,0.1205832284361329
BIHAR,SAHARSA,6.1,10.9,12.8,39.6,107.1,249.4,515.1,352.8,290.8,94.6,3.7,10.0,1692.9,17.0,159.5,1408.1,108.3,298.7470588235294,495.47007997159506,0.23417204985268283,0.23406258789463186
UTTAR PRADESH,ALLAHABAD,17.5,10.0,7.6,3.6,6.6,82.1,265.5,278.8,182.3,34.6,9.4,4.6,902.6,27.5,17.8,808.7,48.6,159.28235294117644,277.3573219587283,0.12485302864731022,0.1248765901724005
UTTAR PRADESH,AZAMGARH,12.6,10.2,8.8,6.1,15.5,95.4,334.3,291.4,231.6,41.5,6.9,4.0,1058.3,22.8,30.4,952.7,52.4,186.7588235294118,326.02713471968775,0.14639038357793982,0.14630328431982786
UTTAR PRADESH,BAHRAICH,20.8,16.0,12.5,9.0,32.9,154.4,336.8,297.2,205.4,51.2,2.5,9.9,1148.6,36.8,54.4,993.8,63.6,202.69411764705882,343.63499616342233,0.15888121948183087,0.15885293950390064
UTTAR PRADESH,BALLIA,10.7,8.5,6.7,5.3,20.2,110.9,292.6,260.1,163.6,41.6,5.4,2.6,928.2,19.2,32.2,827.2,49.6,163.79999999999998,283.7613455881544,0.12839417370976441,0.12843968295685634
UTTAR PRADESH,BANDA,17.6,11.6,6.3,4.5,12.1,92.1,261.0,316.4,170.9,36.4,5.5,8.8,943.2,29.2,22.9,840.4,50.7,166.4470588235294,289.0577194040298,0.13046906339479616,0.13049557587410482
UTTAR PRADESH,BARABANKI,16.9,14.4,8.1,5.8,17.8,112.1,309.7,284.4,224.3,50.3,2.9,8.7,1055.4,31.3,31.7,930.5,61.9,186.24705882352941,320.0603226691163,0.14598923823883364,0.14599832164478788
UTTAR PRADESH,BASTI,15.4,10.4,10.9,5.5,20.7,129.4,324.5,289.3,200.4,46.5,2.2,7.5,1062.7,25.8,37.1,943.6,56.2,187.53529411764706,323.6584753663506,0.1469990178855491,0.14693340526284193
UTTAR PRADESH,DEORIA,13.7,17.8,9.2,8.7,24.0,133.3,316.6,299.9,201.1,53.1,4.0,5.6,1087.0,31.5,41.9,950.9,62.7,191.8235294117647,327.81625289446026,0.1503603391753005,0.15035665048252697
UTTAR PRADESH,FAIZABAD,18.7,12.4,7.2,4.5,18.8,123.0,346.6,309.6,210.5,51.0,2.9,8.8,1114.0,31.1,30.5,989.7,62.7,196.58823529411765,339.88709133025515,0.15409514060835766,0.15401237556425446
UTTAR PRADESH,FARRUKHABAD,15.1,11.1,8.0,5.0,12.8,73.5,246.0,282.3,141.6,52.1,2.4,3.4,853.3,26.2,25.8,743.4,57.9,150.58235294117648,258.4800602447269,0.11803355788250593,0.11800801368504987
UTTAR PRADESH,FATEHPUR,18.3,11.7,7.2,4.7,8.6,82.2,261.5,286.0,182.8,39.4,4.9,7.9,915.2,30.0,20.5,812.5,52.2,161.50588235294117,279.6170606172579,0.1265959359827369,0.12662657518708553
UTTAR PRADESH,GHAZIPUR,15.7,9.4,8.0,4.7,13.9,98.8,266.7,305.7,211.8,49.2,9.6,2.3,995.8,25.1,26.6,883.0,61.1,175.72941176470587,303.49399451370095,0.1377450098903075,0.13774731532329063
UTTAR PRADESH,GONDA,16.9,9.4,8.3,6.3,22.3,145.0,335.4,316.6,230.2,59.1,1.6,9.0,1160.1,26.3,36.9,1027.2,69.7,204.72352941176473,352.37461516369865,0.16047196824035523,0.1606330257885735
UTTAR PRADESH,GORAKHPUR,18.9,10.9,10.9,11.5,27.2,166.9,372.4,384.2,252.0,69.1,6.4,7.9,1338.3,29.8,49.6,1175.5,83.4,236.17058823529416,404.57892580543825,0.1851216576985324,0.18503312907197048
UTTAR PRADESH,HARDOI,18.2,13.1,9.5,5.8,16.9,87.3,264.5,268.5,167.6,57.6,2.7,6.5,918.2,31.3,32.2,787.9,66.8,162.03529411764708,274.5515888252526,0.12701091391974328,0.12697363506840204
UTTAR PRADESH,JAUNPUR,15.2,10.4,6.9,4.6,11.8,91.2,304.7,255.8,222.4,32.1,7.4,5.6,968.1,25.6,23.3,874.1,45.1,170.8411764705882,298.542848806548,0.13391338027194885,0.13394736235412372
UTTAR PRADESH,KANPUR NAGAR,16.8,11.9,6.0,2.6,7.7,62.2,226.4,263.9,144.3,54.9,2.5,7.2,806.4,28.7,16.3,696.8,64.6,142.30588235294115,243.15592340766716,0.11154606946730664,0.11171491937900836
UTTAR PRADESH,KHERI LAKHIMP,21.4,16.2,11.8,6.5,29.1,131.4,297.2,303.3,194.2,63.8,2.0,8.4,1085.3,37.6,47.4,926.1,74.2,191.5235294117647,322.32689449030573,0.15012518501099692,0.15011052245722306
UTTAR PRADESH,LUCKNOW,18.1,12.3,7.3,4.1,12.2,85.9,254.6,262.2,169.8,47.9,4.1,6.8,885.3,30.4,23.6,772.5,58.8,156.2294117647059,267.3197237501983,0.12245998921057365,0.1224516435431735
UTTAR PRADESH,MIRZAPUR,18.0,12.6,10.0,3.8,10.3,91.0,288.3,290.4,231.4,32.9,9.6,4.9,1003.2,30.6,24.1,901.1,47.4,177.03529411764706,308.27421223071934,0.13876862213492316,0.13884594635718556
UTTAR PRADESH,PRATAPGARH,15.2,9.9,8.1,2.0,9.0,81.9,288.7,284.1,197.1,34.3,6.8,6.5,943.6,25.1,19.1,851.8,47.6,166.5176470588235,291.4605231315515,0.13052439378639702,0.1305458804218019
UTTAR PRADESH,RAE BARELI,14.0,9.3,5.8,3.0,7.6,68.7,257.7,255.9,168.0,53.5,1.5,8.0,853.0,23.3,16.4,750.3,63.0,150.52941176470588,259.6011791303775,0.11799206008880528,0.11798767976613682
UTTAR PRADESH,SITAPUR,18.5,12.1,11.8,5.4,18.4,113.6,272.6,278.0,200.6,60.1,3.7,8.5,1003.3,30.6,35.6,864.8,72.3,177.05294117647063,299.8377626268226,0.1387824547328234,0.1388546608938628
UTTAR PRADESH,SULTANPUR,13.2,8.7,6.3,4.7,16.9,82.5,303.2,273.2,181.8,45.4,2.4,6.2,944.5,21.9,27.9,840.7,54.0,166.6764705882353,289.3831403377963,0.13064888716749895,0.130658708312008
UTTAR PRADESH,UNNAO,14.9,15.1,7.4,3.4,10.5,82.9,249.3,286.4,171.7,56.1,2.2,7.3,907.2,30.0,21.3,790.3,65.6,160.09411764705882,274.0770317597505,0.12548932815071998,0.12551505678281455
UTTAR PRADESH,VARANASI,18.4,14.5,9.5,4.7,11.8,93.9,311.6,281.4,236.6,37.5,12.2,5.5,1037.6,32.9,26.0,923.5,55.2,183.10588235294117,316.9939362010499,0.14352703581259596,0.1436344228809615
UTTAR PRADESH,SONBHADRA,18.1,13.9,10.3,6.3,11.9,126.7,286.4,292.8,211.0,34.8,5.9,7.0,1025.1,32.0,28.5,916.9,47.7,180.89999999999998,313.2250728310235,0.14179796107506948,0.1421656315272571
UTTAR PRADESH,MAHARAJGANJ,17.6,9.8,12.9,15.7,36.2,187.5,421.3,371.9,233.4,72.3,4.9,5.6,1389.1,27.4,64.8,1214.1,82.8,245.13529411764708,418.83304093214826,0.1921486174318399,0.19236560478423473
